cluster_id,position_name
1837,Начальник финансового отдела
1838,Главный специалист-эксперт управления аграрной политики
1839,Слесарь ремонту автомобилей
1840,Заместитель редактора
1841,Начальник планово -экономического отдела
1842,Ведущий специалист эксперт архивной работе
1843,Заместитель директора икт
1844,Методист культурно-массовой работе
1845,Лаборант техник
1846,Заведующий практикой
1847,Специалист программным технологиям
1848,Руководитель оркестра
1849,Заведующий отделением социального обслуживания
1850,Помощник заместителя председателя правительства
1851,Фельдшер пункт
1852,Заведующий частью
1853,Начальник отдела автоматизированной системы управления
1854,Начальник отдела учета ценностей платы
